Date,Material_ID,Base_Demand,Seasonal_Factor,Weekly_Factor,Noise,Final_Demand
2019-04-07,MAT001,35,1.05,1.1,0.042309927742754855,42
2019-04-08,MAT001,35,1.05,1.05,-0.10510928330560221,34
2019-04-09,MAT001,35,1.05,1.0,-0.1592870109518385,30
2019-04-10,MAT001,35,1.05,1.0,-0.1388563443262672,31
2019-04-11,MAT001,35,1.05,1.0,-0.10161690864619675,33
2019-04-12,MAT001,35,1.05,1.05,-0.13572745069617775,33
2019-04-13,MAT001,35,1.05,1.1,-0.1253731903794777,35
2019-04-14,MAT001,35,1.05,1.1,-0.08596193252246116,36
2019-04-15,MAT001,35,1.05,1.05,-0.13065056188209806,33
2019-04-16,MAT001,35,1.05,1.0,0.15870616985057007,42
2019-04-17,MAT001,35,1.05,1.0,-0.16790650173534313,30
2019-04-18,MAT001,35,1.05,1.0,0.009804555828101857,37
2019-04-19,MAT001,35,1.05,1.05,-0.035841269204135384,37
2019-04-20,MAT001,35,1.05,1.1,0.19295144676344256,48
2019-04-21,MAT001,35,1.05,1.1,-0.15518443913277907,34
2019-04-22,MAT001,35,1.05,1.05,-0.040857760381703356,37
2019-04-23,MAT001,35,1.05,1.0,0.18778817331014758,43
2019-04-24,MAT001,35,1.05,1.0,0.14620285035759212,42
2019-04-25,MAT001,35,1.05,1.0,0.126828828379712,41
2019-04-26,MAT001,35,1.05,1.05,-0.09683886918202407,34
2019-04-27,MAT001,35,1.05,1.1,-0.13164496504397366,35
2019-04-28,MAT001,35,1.05,1.1,0.0674572879697724,43
2019-04-29,MAT001,35,1.05,1.05,0.17175039565103434,45
2019-04-30,MAT001,35,1.05,1.0,0.022705157205571924,37
2019-05-01,MAT001,35,1.1,1.0,0.02864507578795994,39
2019-05-02,MAT001,35,1.1,1.0,-0.08800836253588634,35
2019-05-03,MAT001,35,1.1,1.05,0.1077971732767748,44
2019-05-04,MAT001,35,1.1,1.1,-0.12518250057699065,37
2019-05-05,MAT001,35,1.1,1.1,-0.07052830543830255,39
2019-05-06,MAT001,35,1.1,1.05,-0.02982542455343329,39
2019-05-07,MAT001,35,1.1,1.0,0.0030441514737820086,38
2019-05-08,MAT001,35,1.1,1.0,-0.10303610703396791,34
2019-05-09,MAT001,35,1.1,1.0,-0.15406527010431859,32
2019-05-10,MAT001,35,1.1,1.05,0.04424801697665304,42
2019-05-11,MAT001,35,1.1,1.1,-0.0845477787038977,38
2019-05-12,MAT001,35,1.1,1.1,0.032495288569044906,43
2019-05-13,MAT001,35,1.1,1.05,-0.13825491389031908,34
2019-05-14,MAT001,35,1.1,1.0,-0.007543959258072996,38
2019-05-15,MAT001,35,1.1,1.0,0.013035773020634356,39
2019-05-16,MAT001,35,1.1,1.0,-0.17927058527102924,31
2019-05-17,MAT001,35,1.1,1.05,-0.06535828872243177,37
2019-05-18,MAT001,35,1.1,1.1,-0.14623412922441031,36
2019-05-19,MAT001,35,1.1,1.1,-0.1746500118108929,34
2019-05-20,MAT001,35,1.1,1.05,0.19598409295597813,48
2019-05-21,MAT001,35,1.1,1.0,-0.07105846201011082,35
2019-05-22,MAT001,35,1.1,1.0,0.12394977834185394,43
2019-05-23,MAT001,35,1.1,1.0,-0.09814373809449446,34
2019-05-24,MAT001,35,1.1,1.05,0.07260108888957173,43
2019-05-25,MAT001,35,1.1,1.1,0.10409114395587465,46
2019-05-26,MAT001,35,1.1,1.1,0.038255496243137704,43
2019-05-27,MAT001,35,1.1,1.05,-0.011369524579936646,39
2019-05-28,MAT001,35,1.1,1.0,-0.03526363434109259,37
2019-05-29,MAT001,35,1.1,1.0,-0.060452693382801875,36
2019-05-30,MAT001,35,1.1,1.0,0.17181165769913037,45
2019-05-31,MAT001,35,1.1,1.05,0.13224776311509168,45
2019-06-01,MAT001,35,1.15,1.1,0.18601076426660507,52
2019-06-02,MAT001,35,1.15,1.1,-0.15028111060578211,37
2019-06-03,MAT001,35,1.15,1.05,0.09234699008145769,46
2019-06-04,MAT001,35,1.15,1.0,0.17533618272841517,47
2019-06-05,MAT001,35,1.15,1.0,-0.12750677353373596,35
2019-06-06,MAT001,35,1.15,1.0,-0.173401493053289,33
2019-06-07,MAT001,35,1.15,1.05,0.09644825971602361,46
2019-06-08,MAT001,35,1.15,1.1,0.029789245271964748,45
2019-06-09,MAT001,35,1.15,1.1,0.13673151070330886,50
2019-06-10,MAT001,35,1.15,1.05,-0.14409104934948422,36
2019-06-11,MAT001,35,1.15,1.0,0.11810692474395607,45
2019-06-12,MAT001,35,1.15,1.0,-0.1193490719809022,35
2019-06-13,MAT001,35,1.15,1.0,-0.1345376228537182,34
2019-06-14,MAT001,35,1.15,1.05,-0.13429368082760285,36
2019-06-15,MAT001,35,1.15,1.1,0.12582988809255286,49
2019-06-16,MAT001,35,1.15,1.1,0.06607888827848007,47
2019-06-17,MAT001,35,1.15,1.05,0.009226169907647741,42
2019-06-18,MAT001,35,1.15,1.0,-0.056467806350599004,37
2019-06-19,MAT001,35,1.15,1.0,0.15088021632524334,46
2019-06-20,MAT001,35,1.15,1.0,-0.04302195703094586,38
2019-06-21,MAT001,35,1.15,1.05,0.12663977578863084,47
2019-06-22,MAT001,35,1.15,1.1,-0.024346036571912644,43
2019-06-23,MAT001,35,1.15,1.1,-0.04922222823003697,42
2019-06-24,MAT001,35,1.15,1.05,-0.014928085732157426,41
2019-06-25,MAT001,35,1.15,1.0,-0.07944885033434318,37
2019-06-26,MAT001,35,1.15,1.0,0.09904375207050042,44
2019-06-27,MAT001,35,1.15,1.0,0.0010881560369916665,40
2019-06-28,MAT001,35,1.15,1.05,-0.10711492194127309,37
2019-06-29,MAT001,35,1.15,1.1,0.15982982930982742,51
2019-06-30,MAT001,35,1.15,1.1,-0.04644351145071543,42
2019-07-01,MAT001,35,1.1,1.05,0.01742114444559545,41
2019-07-02,MAT001,35,1.1,1.0,0.16258884438581878,44
2019-07-03,MAT001,35,1.1,1.0,0.04969519836559683,40
2019-07-04,MAT001,35,1.1,1.0,-0.1532407837166544,32
2019-07-05,MAT001,35,1.1,1.05,0.17593284944539006,47
2019-07-06,MAT001,35,1.1,1.1,0.05108322122856712,44
2019-07-07,MAT001,35,1.1,1.1,-0.06603775413716556,39
2019-07-08,MAT001,35,1.1,1.05,-0.1442911709346451,34
2019-07-09,MAT001,35,1.1,1.0,0.11761007570811838,43
2019-07-10,MAT001,35,1.1,1.0,0.0480291023714054,40
2019-07-11,MAT001,35,1.1,1.0,0.013384436790528614,39
2019-07-12,MAT001,35,1.1,1.05,0.15755703322038306,46
2019-07-13,MAT001,35,1.1,1.1,0.11543888448981232,47
2019-07-14,MAT001,35,1.1,1.1,-0.13933004810689953,36
2019-07-15,MAT001,35,1.1,1.05,-0.07531117288178071,37
2019-07-16,MAT001,35,1.1,1.0,-0.1006043440742137,34
2019-07-17,MAT001,35,1.1,1.0,0.09757851702907078,42
2019-07-18,MAT001,35,1.1,1.0,-0.18658702610568825,31
2019-07-19,MAT001,35,1.1,1.05,0.02795587394852661,41
2019-07-20,MAT001,35,1.1,1.1,0.10498347429627625,46
2019-07-21,MAT001,35,1.1,1.1,0.15070625470469978,48
2019-07-22,MAT001,35,1.1,1.05,-0.06316730051363703,37
2019-07-23,MAT001,35,1.1,1.0,0.12850292186880513,43
2019-07-24,MAT001,35,1.1,1.0,-0.15574730521791713,32
2019-07-25,MAT001,35,1.1,1.0,0.1385809166938073,43
2019-07-26,MAT001,35,1.1,1.05,-0.14900453506720704,34
2019-07-27,MAT001,35,1.1,1.1,-0.0410850837758531,40
2019-07-28,MAT001,35,1.1,1.1,0.11891814631182146,47
2019-07-29,MAT001,35,1.1,1.05,-0.1400330290604905,34
2019-07-30,MAT001,35,1.1,1.0,-0.1082994419069434,34
2019-07-31,MAT001,35,1.1,1.0,0.08890102735722649,41
2019-08-01,MAT001,35,1.0,1.0,0.08801461461842974,38
2019-08-02,MAT001,35,1.0,1.05,0.05645905315411892,38
2019-08-03,MAT001,35,1.0,1.1,0.07757937778683999,41
2019-08-04,MAT001,35,1.0,1.1,0.017089777339038464,39
2019-08-05,MAT001,35,1.0,1.05,-0.0992803764372189,33
2019-08-06,MAT001,35,1.0,1.0,-0.061721602598432235,32
2019-08-07,MAT001,35,1.0,1.0,-0.12736091327942972,30
2019-08-08,MAT001,35,1.0,1.0,0.16338022453345136,40
2019-08-09,MAT001,35,1.0,1.05,0.033356717906448174,37
2019-08-10,MAT001,35,1.0,1.1,-0.03965943329454405,36
2019-08-11,MAT001,35,1.0,1.1,-0.015197678542346937,37
2019-08-12,MAT001,35,1.0,1.05,0.17891333584472613,43
2019-08-13,MAT001,35,1.0,1.0,-0.13865943875356793,30
2019-08-14,MAT001,35,1.0,1.0,0.03449193280671889,36
2019-08-15,MAT001,35,1.0,1.0,0.0023554715537864035,35
2019-08-16,MAT001,35,1.0,1.05,0.04458169417385913,38
2019-08-17,MAT001,35,1.0,1.1,-0.1927559264716638,31
2019-08-18,MAT001,35,1.0,1.1,0.1488495635776606,44
2019-08-19,MAT001,35,1.0,1.05,0.17284731299344497,43
2019-08-20,MAT001,35,1.0,1.0,0.026053273435683588,35
2019-08-21,MAT001,35,1.0,1.0,0.07866032955075691,37
2019-08-22,MAT001,35,1.0,1.0,0.1689997524709183,40
2019-08-23,MAT001,35,1.0,1.05,0.08289545372535945,39
2019-08-24,MAT001,35,1.0,1.1,-0.13898438283429548,33
2019-08-25,MAT001,35,1.0,1.1,0.030515344066725264,39
2019-08-26,MAT001,35,1.0,1.05,0.04268601855314236,38
2019-08-27,MAT001,35,1.0,1.0,-0.030347731479045598,33
2019-08-28,MAT001,35,1.0,1.0,0.09457769424988915,38
2019-08-29,MAT001,35,1.0,1.0,0.17374680590760594,41
2019-08-30,MAT001,35,1.0,1.05,0.17022740516271057,43
2019-08-31,MAT001,35,1.0,1.1,-0.019664251438347158,37
2019-09-01,MAT001,35,0.95,1.1,-0.15470478166369792,30
2019-09-02,MAT001,35,0.95,1.05,0.19393647958493382,41
2019-09-03,MAT001,35,0.95,1.0,0.13555923457837366,37
2019-09-04,MAT001,35,0.95,1.0,-0.15013492751869328,28
2019-09-05,MAT001,35,0.95,1.0,0.16833675304694895,38
2019-09-06,MAT001,35,0.95,1.05,0.14795854482485132,40
2019-09-07,MAT001,35,0.95,1.1,0.0075352228504288465,36
2019-09-08,MAT001,35,0.95,1.1,0.03651017429797171,37
2019-09-09,MAT001,35,0.95,1.05,-0.0403989184519479,33
2019-09-10,MAT001,35,0.95,1.0,-0.17809534447118747,27
2019-09-11,MAT001,35,0.95,1.0,-0.06592110334163964,31
2019-09-12,MAT001,35,0.95,1.0,0.12114137943920461,37
2019-09-13,MAT001,35,0.95,1.05,-0.19814719079815887,27
2019-09-14,MAT001,35,0.95,1.1,-0.06660033132354234,34
2019-09-15,MAT001,35,0.95,1.1,-0.04073252256362267,35
2019-09-16,MAT001,35,0.95,1.05,0.01495824117516914,35
2019-09-17,MAT001,35,0.95,1.0,0.1679422465651042,38
2019-09-18,MAT001,35,0.95,1.0,-0.061461602253615494,31
2019-09-19,MAT001,35,0.95,1.0,-0.06121871924150893,31
2019-09-20,MAT001,35,0.95,1.05,0.09500049924389936,38
2019-09-21,MAT001,35,0.95,1.1,-0.019112823644077126,35
2019-09-22,MAT001,35,0.95,1.1,-0.11015807082400722,32
2019-09-23,MAT001,35,0.95,1.05,-0.01902419354692264,34
2019-09-24,MAT001,35,0.95,1.0,-0.14365719184808007,28
2019-09-25,MAT001,35,0.95,1.0,-0.1294452053975107,28
2019-09-26,MAT001,35,0.95,1.0,-0.0006528909042081144,33
2019-09-27,MAT001,35,0.95,1.05,-0.03242982019818083,33
2019-09-28,MAT001,35,0.95,1.1,0.16593836042724003,42
2019-09-29,MAT001,35,0.95,1.1,-0.05504244035334677,34
2019-09-30,MAT001,35,0.95,1.05,0.03223534011121737,36
2019-10-01,MAT001,35,1.0,1.0,0.05290571516781217,36
2019-10-02,MAT001,35,1.0,1.0,-0.19476221736466656,28
2019-10-03,MAT001,35,1.0,1.0,0.06541494880668425,37
2019-10-04,MAT001,35,1.0,1.05,-0.12878561325209942,32
2019-10-05,MAT001,35,1.0,1.1,0.18442812698778205,45
2019-10-06,MAT001,35,1.0,1.1,-0.14053490889875483,33
2019-10-07,MAT001,35,1.0,1.05,-0.03415035050919052,35
2019-10-08,MAT001,35,1.0,1.0,-0.16586013276854247,29
2019-10-09,MAT001,35,1.0,1.0,0.19874970073837894,41
2019-10-10,MAT001,35,1.0,1.0,0.0008780041324970289,35
2019-10-11,MAT001,35,1.0,1.05,0.038154006928017514,38
2019-10-12,MAT001,35,1.0,1.1,-0.17316940904462902,31
2019-10-13,MAT001,35,1.0,1.1,0.09998418815967114,42
2019-10-14,MAT001,35,1.0,1.05,-0.1160377627617657,32
2019-10-15,MAT001,35,1.0,1.0,0.15922171577628552,40
2019-10-16,MAT001,35,1.0,1.0,-0.11794414380719714,30
2019-10-17,MAT001,35,1.0,1.0,-0.12372491173453337,30
2019-10-18,MAT001,35,1.0,1.05,-0.18538013286076205,29
2019-10-19,MAT001,35,1.0,1.1,-0.01117322195600029,38
2019-10-20,MAT001,35,1.0,1.1,0.02593645330504657,39
2019-10-21,MAT001,35,1.0,1.05,-0.17371654422865906,30
2019-10-22,MAT001,35,1.0,1.0,0.11021104667800424,38
2019-10-23,MAT001,35,1.0,1.0,-0.018684466100788943,34
2019-10-24,MAT001,35,1.0,1.0,0.009756107731032027,35
2019-10-25,MAT001,35,1.0,1.05,-0.023694901224708742,35
2019-10-26,MAT001,35,1.0,1.1,-0.03969477564986962,36
2019-10-27,MAT001,35,1.0,1.1,0.023856132523287166,39
2019-10-28,MAT001,35,1.0,1.05,-0.13790390162771501,31
2019-10-29,MAT001,35,1.0,1.0,-0.12722874780189156,30
2019-10-30,MAT001,35,1.0,1.0,0.14471424840540692,40
2019-10-31,MAT001,35,1.0,1.0,0.1784461848534531,41
2019-11-01,MAT001,35,1.2,1.05,-0.05067627348809883,41
2019-11-02,MAT001,35,1.2,1.1,-0.09170213074257849,41
2019-11-03,MAT001,35,1.2,1.1,0.057599817295606315,48
2019-11-04,MAT001,35,1.2,1.05,-0.03650633156076144,42
2019-11-05,MAT001,35,1.2,1.0,-0.18984545773586206,34
2019-11-06,MAT001,35,1.2,1.0,-0.13753896105352387,36
2019-11-07,MAT001,35,1.2,1.0,0.08638889153895901,45
2019-11-08,MAT001,35,1.2,1.05,0.06356957676406055,46
2019-11-09,MAT001,35,1.2,1.1,-0.18916160299860663,37
2019-11-10,MAT001,35,1.2,1.1,-0.11121113522682023,41
2019-11-11,MAT001,35,1.2,1.05,-0.10757008136477145,39
2019-11-12,MAT001,35,1.2,1.0,0.06875709743949138,44
2019-11-13,MAT001,35,1.2,1.0,-0.19211578489825434,33
2019-11-14,MAT001,35,1.2,1.0,-0.15835656720617047,35
2019-11-15,MAT001,35,1.2,1.05,0.11996643414927577,49
2019-11-16,MAT001,35,1.2,1.1,-0.12858213517826655,40
2019-11-17,MAT001,35,1.2,1.1,0.06109844314074986,49
2019-11-18,MAT001,35,1.2,1.05,-0.1047268875813094,39
2019-11-19,MAT001,35,1.2,1.0,-0.16022344289626195,35
2019-11-20,MAT001,35,1.2,1.0,-0.10273112360021837,37
2019-11-21,MAT001,35,1.2,1.0,0.08890677274226366,45
2019-11-22,MAT001,35,1.2,1.05,0.1422785872425143,50
2019-11-23,MAT001,35,1.2,1.1,0.13208794582679667,52
2019-11-24,MAT001,35,1.2,1.1,-0.04112658815261808,44
2019-11-25,MAT001,35,1.2,1.05,0.06723405462825849,47
2019-11-26,MAT001,35,1.2,1.0,-0.11800628183367162,37
2019-11-27,MAT001,35,1.2,1.0,-0.0827409078955947,38
2019-11-28,MAT001,35,1.2,1.0,0.15853432740844792,48
2019-11-29,MAT001,35,1.2,1.05,-0.19479923059570559,35
2019-11-30,MAT001,35,1.2,1.1,-0.16579658765821279,38
2019-12-01,MAT001,35,1.5,1.1,-0.11684549794158908,51
2019-12-02,MAT001,35,1.5,1.05,-0.18938711845047213,44
2019-12-03,MAT001,35,1.5,1.0,-0.12742582596408109,45
2019-12-04,MAT001,35,1.5,1.0,0.03321662438787687,54
2019-12-05,MAT001,35,1.5,1.0,-0.03143017976300083,50
2019-12-06,MAT001,35,1.5,1.05,0.15706868443078997,63
2019-12-07,MAT001,35,1.5,1.1,0.12697742469537637,65
2019-12-08,MAT001,35,1.5,1.1,-0.06327305932084962,54
2019-12-09,MAT001,35,1.5,1.05,-0.09623062662748301,49
2019-12-10,MAT001,35,1.5,1.0,-0.04812303673309323,49
2019-12-11,MAT001,35,1.5,1.0,0.03611797700592309,54
2019-12-12,MAT001,35,1.5,1.0,-0.0927745436708495,47
2019-12-13,MAT001,35,1.5,1.05,0.04965956313965361,57
2019-12-14,MAT001,35,1.5,1.1,-0.036235339123503824,55
2019-12-15,MAT001,35,1.5,1.1,0.020818872340792105,58
2019-12-16,MAT001,35,1.5,1.05,-0.025549388345873336,53
2019-12-17,MAT001,35,1.5,1.0,-0.08221369618323293,48
2019-12-18,MAT001,35,1.5,1.0,0.17938132278486268,61
2019-12-19,MAT001,35,1.5,1.0,0.10544231766390433,58
2019-12-20,MAT001,35,1.5,1.05,-0.143954729693419,47
2019-12-21,MAT001,35,1.5,1.1,0.14738719035916514,66
2019-12-22,MAT001,35,1.5,1.1,-0.005027520700194549,57
2019-12-23,MAT001,35,1.5,1.05,0.15782089075763656,63
2019-12-24,MAT001,35,1.5,1.0,0.11994210237892611,58
2019-12-25,MAT001,35,1.5,1.0,-0.02991459821230663,50
2019-12-26,MAT001,35,1.5,1.0,-0.19101227667195306,42
2019-12-27,MAT001,35,1.5,1.05,-0.09252905624602158,50
2019-12-28,MAT001,35,1.5,1.1,0.016653685864346762,58
2019-12-29,MAT001,35,1.5,1.1,0.053391287930458886,60
2019-12-30,MAT001,35,1.5,1.05,-0.0968449258267191,49
2019-12-31,MAT001,35,1.5,1.0,-0.14425757037087036,44
2020-01-01,MAT001,35,0.9,1.0,0.13397209471971966,35
2020-01-02,MAT001,35,0.9,1.0,0.19376087228142086,37
2020-01-03,MAT001,35,0.9,1.05,0.010276072921074325,33
2020-01-04,MAT001,35,0.9,1.1,-0.1313282856606786,30
2020-01-05,MAT001,35,0.9,1.1,-0.09107706939225242,31
2020-01-06,MAT001,35,0.9,1.05,-0.19264372938101332,26
2020-01-07,MAT001,35,0.9,1.0,0.1657195226241996,36
2020-01-08,MAT001,35,0.9,1.0,-0.15289956684394357,26
2020-01-09,MAT001,35,0.9,1.0,0.030606590205701417,32
2020-01-10,MAT001,35,0.9,1.05,-0.09037791172511761,30
2020-01-11,MAT001,35,0.9,1.1,0.021671201006317364,35
2020-01-12,MAT001,35,0.9,1.1,0.060568155340745666,36
2020-01-13,MAT001,35,0.9,1.05,0.13189672148288067,37
2020-01-14,MAT001,35,0.9,1.0,-0.11743149129575872,27
2020-01-15,MAT001,35,0.9,1.0,-0.19560166853660782,25
2020-01-16,MAT001,35,0.9,1.0,-0.1452457479724771,26
2020-01-17,MAT001,35,0.9,1.05,0.16000745673924205,38
2020-01-18,MAT001,35,0.9,1.1,0.1495560310250061,39
2020-01-19,MAT001,35,0.9,1.1,0.03896524086812331,36
2020-01-20,MAT001,35,0.9,1.05,0.040206744173461345,34
2020-01-21,MAT001,35,0.9,1.0,0.06601466981850218,33
2020-01-22,MAT001,35,0.9,1.0,-0.12985148855062018,27
2020-01-23,MAT001,35,0.9,1.0,0.16576477836998393,36
2020-01-24,MAT001,35,0.9,1.05,-0.032491790043170765,32
2020-01-25,MAT001,35,0.9,1.1,-0.04674458870020101,33
2020-01-26,MAT001,35,0.9,1.1,0.007567082113135004,34
2020-01-27,MAT001,35,0.9,1.05,-0.18121361328997798,27
2020-01-28,MAT001,35,0.9,1.0,-0.13348665249756825,27
2020-01-29,MAT001,35,0.9,1.0,0.0952134465705482,34
2020-01-30,MAT001,35,0.9,1.0,-0.1668805328299494,26
2020-01-31,MAT001,35,0.9,1.05,0.041260843786555285,34
2020-02-01,MAT001,35,0.95,1.1,-0.10186035612747163,32
2020-02-02,MAT001,35,0.95,1.1,-0.04428175438320939,34
2020-02-03,MAT001,35,0.95,1.05,-0.08452250529172006,31
2020-02-04,MAT001,35,0.95,1.0,-0.05773091341402034,31
2020-02-05,MAT001,35,0.95,1.0,0.08761836207369822,36
2020-02-06,MAT001,35,0.95,1.0,-0.08115131375073,30
2020-02-07,MAT001,35,0.95,1.05,0.026561856118758886,35
2020-02-08,MAT001,35,0.95,1.1,-0.009579839120360145,36
2020-02-09,MAT001,35,0.95,1.1,0.06546846614505925,38
2020-02-10,MAT001,35,0.95,1.05,0.17473189572990322,41
2020-02-11,MAT001,35,0.95,1.0,0.09302883888410013,36
2020-02-12,MAT001,35,0.95,1.0,-0.1140238485636973,29
2020-02-13,MAT001,35,0.95,1.0,-0.18752674597548613,27
2020-02-14,MAT001,35,0.95,1.05,-0.09509438228006997,31
2020-02-15,MAT001,35,0.95,1.1,0.038031172280101944,37
2020-02-16,MAT001,35,0.95,1.1,-0.17942967460629988,30
2020-02-17,MAT001,35,0.95,1.05,-0.001453501119505457,34
2020-02-18,MAT001,35,0.95,1.0,0.038737139566755674,34
